Supplier,Model Number,Product Name,Category,Specifications,Communitcation protocol,Power Source,Country,Image,Price,MOQ,Catalogue,Packing,Status,DESIGNATION FR,REF HEYZACK,Drive Link,Lead Time
szsmarthome,A7-K,Smart hi-fi karaoke System,background music,"System: Android 8.1, 4-core CPU 1.5H, 2G RAM, 16G ROM; Display: 7-inch IPS (1024x600); Power: AC 110-250V; Output power: 8 x 20W (Yamaha); I/O: HDMI out 1080p, 8-channel horn output, 1 audio in, 1 audio out, analog bass out; Connectivity: WiFi, Bluetooth, 485 bidirectional control; Installation: Special customized bottom box; Features: Family karaoke, supports TF card/otgusb disk; Color: white, black",WiFi; Bluetooth; HDMI; RS485,AC 110-250V,,,178 USD,,,,To be ordered,,,https://smart-home-product-images.s3.us-east-1.amazonaws.com/product-images/1JqotKcw3NHppG62UWbaNixvIA0xpn_xH.jpg,
szsmarthome,T7-3,Background music player,background music,"System: Android 11, 4-core CPU 1.5H, 2G RAM, 16G ROM; Display: 7-inch IPS (1024x600); Power: AC 110-250V; Output power: 8 x (10-30W) (Yamaha); I/O: 8-channel horn output, 1 audio in, 1 audio out, analog bass out; Connectivity: WiFi, Bluetooth, 485 bidirectional control; Installation: Special customized bottom box; Size: 185x125x10.5mm; Weight: 1.2kg",WiFi; Bluetooth; RS485,AC 110-250V,,,160 USD,,,,,,,,
szsmarthome,N86N-4,"4"" smart background music console",background music,"System: Android 8.1, 4-core processor; Display: 4-inch IPS capacitive touch (480x480); Power: AC 110-25V; Output power: 2 x (10-20W); I/O: Audio input/output, 2-channel speaker output; Connectivity: WiFi, wired network, Bluetooth 4.2, external 485 control; Installation: UK standard 86 box; Media: Supports TF cards, USB drives; Color: white, black",WiFi; Ethernet; Bluetooth; RS485,AC 110-25V,,,75 USD,,,,To be ordered,,,https://smart-home-product-images.s3.us-east-1.amazonaws.com/product-images/1piwFqZkoVN8juRKlmoK2-eW1KECl0D_C.jpg,
szsmarthome,A7-PRO,Background music player,background music,"System: Android 8.1, 4-core CPU 1.5H, 2G RAM, 16G ROM; Display: 7-inch IPS (1024x600); Power: AC 110-250V; Output power: 8 x 20W (Yamaha); I/O: HDMI out 1080p, 8-channel horn output; Connectivity: WiFi, Bluetooth, 485 bidirectional control; Installation: Special customized bottom box; Features: Mobile APP push music, TF card/otgusb disk support; Color: white, black",WiFi; Bluetooth; HDMI; RS485,AC 110-250V,,,160 USD,,,,Not selected,,,,
szsmarthome,Z8-2,Smart Hi-Fi karaoke System,background music,"System: Android 8.1, 4-core CPU 1.5H, 2G RAM, 16G ROM; Display: 7-inch IPS (1024x600); Power: AC 110-250V; Output power: 8 x 20W (Yamaha); I/O: HDMI out, 8-channel horn output; Connectivity: 5G WiFi, Bluetooth, 485 bidirectional control, Infrared remote control; Installation: Special customized bottom box; Media: TF card, otgusb disk; Color: white, black",WiFi; Bluetooth; HDMI; RS485; IR,AC 110-250V,,,160 USD,,,,Not selected,,,,
szsmarthome,T10,Background music player,background music,"System: Android 11, 4-core CPU 1.8hz, 2g RAM, 8g ROM; Display: 10-inch IPS (1280x800); Power: AC 110-250V; Output power: 8 x 20W (Yamaha); Features: Independent music playback in two zones, 10-channel speaker output; Connectivity: WiFi, Ethernet, Bluetooth, 485 bidirectional control; Installation: embed junction box; Color: Black",WiFi; Ethernet; Bluetooth; RS485,AC 110-250V,,,210 USD,,,,To be ordered,,,,
szsmarthome,N238-A,5-inch high fidelity ceiling horn,background music,"Type: Passive Ceiling Speaker; Rated power: 20W; Peak Power: 60W; Impedance: 8 ohms; Sensitivity: 90dB; Materials: Black fiberglass Basin, 25 core black silk treble; Features: circuit 2 frequency division; Dimensions: Opening size 180MM, Diameter 215MM, Height 70MM; Color: white",N/A,N/A,,,23 USD,,,,To be ordered,,ask for the finish color in front ,https://smart-home-product-images.s3.us-east-1.amazonaws.com/product-images/1nDWB0d9y7-711uVCyrOuCclsi--HavEB.jpg,
szsmarthome,N238-B,5-inch high fidelity ceiling horn,background music,"Type: Passive Ceiling Speaker; Rated power: 20W; Peak Power: 60W; Impedance: 8 ohms; Sensitivity: 90dB; Materials: black PP Basin, 20 core black silk treble; Features: circuit 2 frequency division; Dimensions: Opening size 170MM, Diameter 215MM, Height 90MM; Color: white",N/A,N/A,,,20 USD,,,,To be ordered,,ask for the finish color in front ,https://smart-home-product-images.s3.us-east-1.amazonaws.com/product-images/1hqmSK89DOkmWQpsgGMlghsm2uGfIpcpy.jpg,
szsmarthome,N268,6-inch high fidelity ceiling horn,background music,"Type: Passive Ceiling Speaker; Rated power: 30W; Peak Power: 80W; Impedance: 8 ohms; Sensitivity: 90dB; Materials: Black fiberglass Basin, 25 core black silk treble; Features: circuit 2 frequency division; Dimensions: Opening size 200MM, Diameter 230MM, Height 110MM; Color: white",N/A,N/A,,,27 USD,,,,To be ordered,,ask for the finish color in front ,https://smart-home-product-images.s3.us-east-1.amazonaws.com/product-images/1iwvbzVVMA10XW8oNViI6V1GahdMOSGYY.jpg,
szsmarthome,F3-PRO,Multifunctional scene panel,smart switch,"Display: 3-inch touch control (360x480); Buttons: 4-way mechanical; Control: 4 dimming lights, 4 curtains, 8 scenarios; Features: Radar induction; Installation: UK standard 86 bottom shell; Size: 86x86x11MM",Not specified,AC,,,35 USD,,,,To be ordered,,,,
szsmarthome,M9-PC,4-gang Scene Switch (PC),smart switch,"Control: 4 road scene, 4 street lamp; Power: zero live wire, AC100V-240V; Connectivity: ZigBee 3.0; Features: UK TUYA ZIGBEE, button control, backlight, human body sensing, APP/voice control, timing, countdown; Material: PC flame retardant; Colors: white/black/gold/gray",ZigBee 3.0,AC 100-240V (Zero-live),,,16 USD,,,,To be ordered,,,https://smart-home-product-images.s3.us-east-1.amazonaws.com/product-images/1cCtmvGcaNs2_YYd-ofzIRquS-9qsnxLA.jpg,
szsmarthome,M9-aluminum,4-gang Scene Switch (Aluminum),smart switch,"Control: 4 road scene, 4 street lamp; Power: zero live wire, AC100V-240V; Connectivity: ZigBee 3.0; Features: UK TUYA ZIGBEE, button control, backlight, human body sensing, APP/voice control, timing, countdown; Material: Aluminum; Colors: white/black/gold/gray",ZigBee 3.0,AC 100-240V (Zero-live),,,20 USD,,,,To be ordered,,,,
szsmarthome,M8-pro PC,Smart Switch (PC),smart switch,"Control: 4 street lamp, binds to 8 scenes, 4 dimming lights, 4 curtains; Power: zero live wire, AC100V-240V; Connectivity: ZigBee 3.0; Features: UK TUYA ZIGBEE, button control, backlight, human body sensing, APP/voice control; Material: PC flame retardant; Colors: Grey, Black, White",ZigBee 3.0,AC 100-240V (Zero-live),,,22 USD,,,,To be ordered,,,https://smart-home-product-images.s3.us-east-1.amazonaws.com/product-images/1CrjIFl39iM9CBT0QBhwGLtqvrfOkOMTq.jpg,
szsmarthome,M8-pro aluminum,Smart Switch (Aluminum),smart switch,"Control: 4 street lamp, binds to 8 scenes, 4 dimming lights, 4 curtains; Power: zero live wire, AC100V-240V; Connectivity: ZigBee 3.0; Features: UK TUYA ZIGBEE, button control, backlight, human body sensing, APP/voice control; Material: Aluminum; Colors: Grey, Black, White",ZigBee 3.0,AC 100-240V (Zero-live),,,25 USD,,,,To be ordered,,,,
szsmarthome,X3-PC,Smart Dimmer Switch (PC),smart switch,"Control: 2 road scene or 2 street lamp; Power: zero live wire, AC100V-240V; Connectivity: ZigBee 3.0; Features: UK TUYA ZIGBEE, button control, backlight, human body sensing, APP/voice control, dimming; Material: PC; Colors: white/black/gold/gray",ZigBee 3.0,AC 100-240V (Zero-live),,,23 USD,,,,To be ordered,,,https://smart-home-product-images.s3.us-east-1.amazonaws.com/product-images/1BS2BngLEva32ngPiKGOx0oERewLq5oF_.jpg,
szsmarthome,X3-aluminum,Smart Dimmer Switch (Aluminum),smart switch,"Control: 2 road scene or 2 street lamp; Power: zero live wire, AC100V-240V; Connectivity: ZigBee 3.0; Features: UK TUYA ZIGBEE, button control, backlight, human body sensing, APP/voice control, dimming; Material: Aluminum; Colors: white/black/gold/gray",ZigBee 3.0,AC 100-240V (Zero-live),,,25 USD,,,,To be ordered,,,,
szsmarthome,W3-thermostat,ZIGBEE intelligent thermostat,smart switch,"Control: fresh air, floor heating, air conditioning; Power: zero live wire, AC100V-240V; Connectivity: ZigBee 3.0; Material: Aluminium panel, PC shell; Features: CNC hardware anodized shell, button control, backlight, human body induction, APP/voice control; Size: 86x86x35mm; Colors: White, Black, Gray",ZigBee 3.0,AC 100-240V (Zero-live),,,33 USD,,,,To be ordered,,,https://smart-home-product-images.s3.us-east-1.amazonaws.com/product-images/1VmpL8wLZdvSwhva1VKux_EYZ9zZo3ug1.jpg,
szsmarthome,M9-thermostat,ZIGBEE intelligent thermostat,smart switch,"Control: fresh air, floor heating, air conditioning; Power: zero live wire, AC100V-240V; Connectivity: ZigBee 3.0; Material: Aluminum alloy CNC anodized panel, PC shell; Features: UK TUYA ZIGBEE, button control, backlight, human body sensing, APP/voice control; Colors: Gold, Silver, Blue, Grey, Orange, Black, White, Red",ZigBee 3.0,AC 100-240V (Zero-live),,,33 USD,,,,To be ordered,,,https://smart-home-product-images.s3.us-east-1.amazonaws.com/product-images/1HLYHSDnf59KhItsB64P0GpqVjAAopDc8.jpg,
szsmarthome,M6-1 PC,1-gang Touch Switch (PC),smart switch,"Control: 1-way light; Power: zero live wire, AC100V-240V; Load: incandescent 10-200W, energy-saving 5-100W; Connectivity: ZigBee 3.0; Features: Touch switch, APP/voice control; Material: PC; Colors: white/black/gold/gray",ZigBee 3.0,AC 100-240V (Zero-live),,,10 USD,,,,,,,,
szsmarthome,M6-1 aluminum,1-gang Touch Switch (Aluminum),smart switch,"Control: 1-way light; Power: zero live wire, AC100V-240V; Load: incandescent 10-200W, energy-saving 5-100W; Connectivity: ZigBee 3.0; Features: Touch switch, APP/voice control; Material: Aluminum; Colors: white/black/gold/gray",ZigBee 3.0,AC 100-240V (Zero-live),,,14.5 USD,,,,,,,,
szsmarthome,M6-2 PC,2-gang Touch Switch (PC),smart switch,"Control: 2-way light; Power: zero live wire, AC100V-240V; Load: incandescent 10-200W, energy-saving 5-100W per channel; Connectivity: ZigBee 3.0; Material: PC; Colors: white/black/gold/gray",ZigBee 3.0,AC 100-240V (Zero-live),,,10 USD,,,,,,,,
szsmarthome,M6-2 aluminum,2-gang Touch Switch (Aluminum),smart switch,"Control: 2-way light; Power: zero live wire, AC100V-240V; Load: incandescent 10-200W, energy-saving 5-100W per channel; Connectivity: ZigBee 3.0; Material: Aluminum; Colors: white/black/gold/gray",ZigBee 3.0,AC 100-240V (Zero-live),,,15 USD,,,,,,,,
szsmarthome,M6-3 PC,3-gang Touch Switch (PC),smart switch,"Control: 3-way light; Power: zero live wire, AC100V-240V; Load: incandescent 10-200W, energy-saving 5-100W per channel; Connectivity: ZigBee 3.0; Material: PC; Colors: white/black/gold/gray",ZigBee 3.0,AC 100-240V (Zero-live),,,12 USD,,,,,,,,
szsmarthome,M6-3 aluminum,3-gang Touch Switch (Aluminum),smart switch,"Control: 3-way light; Power: zero live wire, AC100V-240V; Load: incandescent 10-200W, energy-saving 5-100W per channel; Connectivity: ZigBee 3.0; Material: Aluminum; Colors: white/black/gold/gray",ZigBee 3.0,AC 100-240V (Zero-live),,,16 USD,,,,,,,,
szsmarthome,M6-4 PC,4-gang Touch Switch (PC),smart switch,"Control: 4-way light; Power: zero live wire, AC100V-240V; Load: incandescent 10-200W, energy-saving 5-100W per channel; Connectivity: ZigBee 3.0; Material: PC; Colors: white/black/gold/gray",ZigBee 3.0,AC 100-240V (Zero-live),,,13 USD,,,,,,,,
szsmarthome,M6-4 aluminum,4-gang Touch Switch (Aluminum),smart switch,"Control: 4-way light; Power: zero live wire, AC100V-240V; Load: incandescent 10-200W, energy-saving 5-100W per channel; Connectivity: ZigBee 3.0; Material: Aluminum; Colors: white/black/gold/gray",ZigBee 3.0,AC 100-240V (Zero-live),,,17 USD,,,,,,,,
szsmarthome,M6-6 PC,6-gang Scene/Light Switch (PC),smart switch,"Control: 4-way lighting + 2-way scene; Power: zero live wire, AC100V-240V; Load: incandescent 10-200W, energy-saving 5-100W per channel; Connectivity: ZigBee 3.0; Material: PC; Colors: white/black/gold/gray",ZigBee 3.0,AC 100-240V (Zero-live),,,13 USD,,,,,,,,
szsmarthome,M6-6 aluminum,6-gang Scene/Light Switch (Aluminum),smart switch,"Control: 4-way lighting + 2-way scene; Power: zero live wire, AC100V-240V; Load: incandescent 10-200W, energy-saving 5-100W per channel; Connectivity: ZigBee 3.0; Material: Aluminum; Colors: white/black/gold/gray",ZigBee 3.0,AC 100-240V (Zero-live),,,17 USD,,,,,,,,
szsmarthome,KW03,Building intercom outdoor unit,Video Door Bell,"Screen: 4.3 inch 1080P HD IP Intercom; Functions: Calling, intercom, unlocking, monitoring; Material: Aluminium alloy panel + touch screen; OS: Android, TUYA App; Connectivity: RJ45 ethernet; Install: Wall/flush; Dimension: 210x120x40mm; Door opening: IC/ID card, password, face recognition, mobile phone; Color: silver/goldene",IP/Ethernet (TUYA),PoE (implied),,,135 USD,,,,evaluation,,,,
szsmarthome,KW04,Building intercom outdoor unit,Video Door Bell,"Screen: 8 inch 1080P HD TCP/IP Intercom; Functions: Calling, intercom, unlocking, monitoring; Material: Aluminium alloy panel + touch screen; OS: Android, TUYA App; Connectivity: RJ45 ethernet; Install: Wall/flush; Dimension: 331x152x10mm; Door opening: IC/ID card, password, face recognition, mobile phone; Color: silver/golden",TCP/IP (TUYA),PoE (implied),,,215 USD,,,,evaluation,,,,
szsmarthome,KW02,Tuya WIFI visible doorbell,Video Door Bell,"Resolution: 2MP; View angle: 140° Horizontal; Power: DC12V or 48V POE; Connectivity: 2.4G WiFi or wired network; Functions: Full duplex talk, Unlock, Motion detection push notification; Memory: MicroSD up to 256GB; Third-Party: Amazon echo, Google Home, Cloud storage",WiFi; Ethernet (PoE),DC12V or 48V POE,,,43 USD,,,,Not selected,,,,
szsmarthome,CW-01,WiFi Tuya Curtain Motor,Garage/Window/Curtain Motor,"Type: WiFi Motor; Torque: 1.2N (24W), 2.0N (36W); Power: AC110V-250V; Control: remote, manual pull, APP; Features: Silent DC motor, high-accuracy Clutch, Smart Find start/Stop position; Optional Control: RS485, Dry contact, Hotel Control, Zigbee, PLC",WiFi; (Optional: RS485,Zigbee,,,,,,,Not selected,,,,
szsmarthome,CW-02,Zigbee Tuya Curtain Motor,Garage/Window/Curtain Motor,"Type: Zigbee Motor; Torque: 1.2N (24W), 2.0N (36W); Load: 1.2N for 30kg, <=5m track; Power: AC110V-250V; Control: remote, manual pull, APP; Features: Silent DC motor, high-accuracy Clutch, Smart Find start/Stop position; Optional Control: RS485, Dry contact, WiFi, Hotel Control, PLC",Zigbee; (Optional: RS485,WiFi,,,20 USD,,20 USD,,Not selected,,,,
szsmarthome,CW-03-SET,WiFi/Zigbee Tuya Curtain Motor with Telescopic Rail,Garage/Window/Curtain Motor,"Type: Motor + Telescopic Rail Set; Protocol: WiFi or Zigbee; Control: remote, manual pull, APP, AI voice, Hand to start; Rail Lengths: (1.2M-2.0M), (2.0M-3.6M), (3.0M-5.6.M); Power: AC110V-250V",WiFi; Zigbee,AC 110-250V,,,,,,,Not selected,,,,
szsmarthome,CW-04-SET,WiFi/ZigBee Tuya curtain motor with combination track,Garage/Window/Curtain Motor,"Type: Motor + Combination Track Set; Protocol: WiFi or Zigbee; Control: remote, manual pull, APP, AI voice, Hand to start; Rail Lengths: (2M-3.2M), (3.0M-4.2M), (4.0M-5.2.M); Power: AC110V-250V",WiFi; Zigbee,AC 110-250V,,,,,,,Not selected,,,,
Wenhui,Zigbee + Bluetooth,Multi-mode wireless gateway plug type,Smart Gateway,"Status indicator: 1 LED (Wi-Fi+Zigbee) Operation button: 1 button (reset) Power supply: AC100-240V Working current: <1A Working temperature: -10℃-55℃ Working humidity: 10%-90% RH (non-condensing) Storage temperature: -20℃-60℃ Storage humidity: 5%-90% RH (non-condensing) Wireless technology: Wi-Fi 802.11 b/g/n (Zigbee 802.15.4), support Bluetooth Zigbee Parameters Wireless frequency: 2.400-2.480GHz Transmit power: nominal 10dBm Number of channels: CH1-CH26 Channel transmission rate: 250Kbps Other parameters Wireless encryption: AES 128bit encryption, WPA-PSK/WPA2-PSK, WPA/WPA2 security mechanism Network management: Remote App configuration Maximum number of connections: Max Node=50","Wifi, Zigbee",AC 100-240V ,,,"$12,00",1000,,,To be ordered,,,,
Wenhui,WHDZ01-W-B,Tuya wifi ,Smart Socket,"*Current: 16A/20A
*Material: PC+ABS
*Item Type:  EU Smart Socket
*Switch Type: APP control
* Voltage: AC 100V-240V 110V 220V 60HZ/50HZ
*WIFI Standard: IEEE 802.11 b/g/n
*Controller size: 52*52*87mm
*Controller weight:90g
*CTN:100PCS/BOX",Wifi,AC 100V-240V 110V 220V 60HZ/50HZ,,,"$3,50",1000,,,To be ordered,,,https://smart-home-product-images.s3.us-east-1.amazonaws.com/product-images/1QVOoZj7MVdPCgpSwGan2qpg7Dncywl3L.jpg,
Wenhui,WHDZ06-Z,Tuya Zigbee,Smart Socket,"*Current: 16A/20A
*Material: PC+ABS
*Item Type:  EU Smart Socket
*Switch Type: APP control
* Voltage: AC 100V-240V 110V 220V 60HZ/50HZ
*WIFI Standard: IEEE 802.11 b/g/n
*Controller size: 53*60*84mm
*Controller weight:100g
*CTN:100PCS/BOX",Zigbee,AC 100V-240V 110V 220V 60HZ/50HZ,,,"$4,00",1000,,,To be ordered,,,https://smart-home-product-images.s3.us-east-1.amazonaws.com/product-images/1JhuvTLB0_SRE5WsYGrv7QKD8M4q9RDHs.jpg,
Wenhui,WHDZ12-4C,Tuya wifi Smart power strip,Smart Socket,"Operating voltage: AC 110~240V 50/60Hz
Maximum load current: 10A
Agreement
1. Type-C supports PD2.0/PD3.0/PPS/QC2.0/QC3.0/AFC/FCP/Apple2.4A/Samsung2A/BC 1.2.
2. Type-A supports QC2.0/QC3.0/AFC/FCP/Apple2.4A/Samsung2A/BC1.2.
output parameters
Single port: USB1/18W 5V3A, 9V2A, 12V1.5, USB2, USB3/5W 5V1A; Type-C: 20W 5V3A, 9V3A, 12V3A, 15V3A.
Dual output
USB1 port 18W, USB2, USB2 port 5W, C port: 20W.
C port: 5V3A, 9V3A, 12V3A, A port: 12W/5V2.4A.
C port: 15V3A, 20V2.25A, A port 18W: 5V3A, 9V2A, 12V1.5A
WIFI standard: 2.4GHz
Indicator light: blue light (indicating button and pairing)
Case material: PC+ABS fireproof and flame-resistant. Operating temperature: -40 ~ 45. Product ports: 4 AC x 3 USB (5V 2.1A) x 1 Type-C 20W.
Product size: 198*100*28MM. Line length: 1.5m
Product weight: 0.58kg (with packaging)",WiFi,AC 100V-240V 110V 220V 60HZ/50HZ,,,"$14,00",1000,,,To be ordered,,,https://smart-home-product-images.s3.us-east-1.amazonaws.com/product-images/11JDTwZK4wR6SPFt_idgKArqkmc3aYYph.jpg,
Wenhui,WHD02-Z,TUYA Zigbee,Smart DIY Module,"*Current: 10A/16A
*Item Type: WIFI-Switches
*Switch Type: APP control
*Features: MINI
*Voltage: AC 100V-240V 110V 220V 60HZ/50HZ
*Controller working frequency: 2.4GHz WIFI
*Controller size: 42*42*20mm
*Controller weight:40g
*CTN:400PCS/BOX",Zigbee,AC 100V-240V 110V 220V 60HZ/50HZ,,,"$3,50",1000,,,To be ordered,,,https://smart-home-product-images.s3.us-east-1.amazonaws.com/product-images/11JDTwZK4wR6SPFt_idgKArqkmc3aYYph.jpg,
Wenhui,WHD08-Z,TUYA Zigbee,Smart DIY Module,"*Current: 10A/16A
*Item Type: WIFI-Switches
*Switch Type: APP control
*Features: MINI
*Voltage: AC 100V-240V 110V 220V 60HZ/50HZ
*Controller working frequency: 2.4GHz WIFI
*Controller size: 42*42*20mm
*Controller weight:40g
*CTN:400PCS/BOX",Zigbee,AC 100V-240V 110V 220V 60HZ/50HZ,,,"$3,50",1000,,,To be ordered,,,https://smart-home-product-images.s3.us-east-1.amazonaws.com/product-images/18yND3rAnxKEKpHkNmrxYvw3tWiCvhPTE.jpg,
Wenhui,WHD02-Z,Tuya Zigbee  with Power monitor,Smart DIY Module,"*Current: 10A/16A
*Item Type: Smart Switches
*Switch Type: APP control
*Features: MINI
*Voltage: AC 100V-240V 110V 220V 60HZ/50HZ
*Controller size: 42*42*20mm
*Controller weight:40g
*CTN:400PCS/BOX",Zigbee,AC 100V-240V 110V 220V 60HZ/50HZ,,,#VALUE!,1000,,,To be ordered,,,,
Wenhui,WHD09-Z-1CH,"tuya Zigbee,1ch",Smart DIY Module,"*Current: 10A/16A
*Item Type: Smart Switches
*Switch Type: APP control
*Features: MINI
*Voltage: AC 100V-240V 110V 220V 60HZ/50HZ
*Controller size: 45*45*24mm
*Controller weight:50g",Zigbee,AC 100V-240V 110V 220V 60HZ/50HZ,,,"$3,80",1000,,,To be ordered,,,https://smart-home-product-images.s3.us-east-1.amazonaws.com/product-images/17fezDjVNJ7blHVyREftG6khsohvkdGSQ.jpg,
Wenhui,WHD09-Z-2CH,"tuya Zigbee,2ch",Smart DIY Module,"*Current: 10A/16A
*Item Type: Smart Switches
*Switch Type: APP control
*Features: MINI
*Voltage: AC 100V-240V 110V 220V 60HZ/50HZ
*Controller size: 45*45*24mm
*Controller weight:50g",Zigbee,AC 100V-240V 110V 220V 60HZ/50HZ,,,"$4,50",1000,,,To be ordered,,,,
Wenhui,WHD09-Z-3CH,"tuya Zigbee,3ch",Smart DIY Module,"*Current: 10A/16A
*Item Type: Smart Switches
*Switch Type: APP control
*Features: MINI
*Voltage: AC 100V-240V 110V 220V 60HZ/50HZ
*Controller size: 45*45*24mm
*Controller weight:50g",Zigbee,AC 100V-240V 110V 220V 60HZ/50HZ,,,"$7,00",1000,,,To be ordered,,,,
Wenhui,WHD09-Z-4CH,"tuya Zigbee,4ch",Smart DIY Module,"*Current: 10A/16A
*Item Type: Smart Switches
*Switch Type: APP control
*Features: MINI
*Voltage: AC 100V-240V 110V 220V 60HZ/50HZ
*Controller size: 45*45*24mm
*Controller weight:50g",Zigbee,AC 100V-240V 110V 220V 60HZ/50HZ,,,"$8,50",1000,,,To be ordered,,,,
Wenhui,WHD11-D,Tuya wifi Dimmable Switch,Smart DIY Module,"*Current: 10A/16A
*Item Type: Smart Dimmable Switches
*Switch Type: APP control
*Features: MINI
*Voltage: AC 100V-240V 110V 220V 60HZ/50HZ
*Controller size: 45*45*24mm
*Controller weight:50g
*CTN:320PCS/BOX",Wifi,AC 100V-240V 110V 220V 60HZ/50HZ,,,"$3,50",1000,,,To be ordered,,,WHD11-D.jpg.png,
Wenhui,WHD12-W,Tuya wifi Shutter Switch,Smart DIY Module,"*Current: 10A/16A
*Item Type: Smart Curtain Switches
*Switch Type: APP control
*Features: MINI
*Voltage: AC 100V-240V 110V 220V 60HZ/50HZ
*Controller size: 45*45*24mm
*Controller weight:50g
*CTN:320PCS/BOX",Wifi,AC 100V-240V 110V 220V 60HZ/50HZ,,,"$4,50",1000,,,To be ordered,,,WHD12-W.jpg.png,
Wenhui,WHD06-WP,Tuya wifi  With Power monitor,Smart DIY Module,"*Current: 10A
*Item Type: Smart Switches
*Switch Type: APP control
*Features: MINI
*Voltage: AC 100V-240V 110V 220V 60HZ/50HZ
*Controller size: 42*42*20mm
*Controller weight:40g
*CTN:400PCS/BOX",Wifi,AC 100V-240V 110V 220V 60HZ/50HZ,,,"$2,80",1000,,,evaluation,,,,
Wenhui,WHD15-W,"Tuya wifi,30A",Smart DIY Module,"*Item Type: Smart Curtain Switches
*Switch Type: APP control
*Features: MINI
*Voltage: AC 100V-240V 110V 220V 60HZ/50HZ
*Controller size: 57*35*104mm
*Controller weight:150g
*CTN:75PCS/BOX",Wifi,AC 100V-240V 110V 220V 60HZ/50HZ,,,"$6,50",1000,,,evaluation,,,,
Wenhui,WF010,Smart  WIFI Doorbell,Video Door Bell,"Type:Tuya Video Doorbells
HD Image:HD Image
Two-way Audio:Two-way Audio
WIFI Compatible:WIFI Compatible
Capture Image When Doorbell Pressed:Capture
Image When Doorbell Pressed
Long Battery life:Long Battery life
Cloud storage service:Cloud storage service
Notification to Smartphones:Notification to
Smartphones
Night Vision:Night Vision",WiFi,Battery ?,,,"$7,00",1000,,,evaluation,,,,
Wenhui,WHZ05-WHD03-Z-1,"Tuya Zigbee
1gang 1receiver",smart switch,"
*Material: PC+ABS
*Item Type:Self-powered smart switch
*Warranty: 1 YEAR
*Is Smart Device: YES
*Switch Type: APP control+RF433 switch control
*Controller Operating Voltage: AC 100V-240V 60HZ
*Controller size: 48*48*22mm
*Switch panel size: 86*86*19mm
*Current: 16A
*Support System: Both Android IOS
*Support App: Tuya Smart or Smart Life
*Support: Google Home Amazon Alexa ECHO
*Feature 1: timing
*Feature 2: Countdown
*Feature 3: Voice Control
*Feature 4: 3 Kinds Of Restart State
*Feature 5: The switch panel does not need wiring or batteries",Zigbee,AC 100V-240V 60HZ,,,"$7,20",1000,,,,,,,
Wenhui,WHZ05-WHD03-Z-2,"Tuya Zigbee
2gang 2receiver",smart switch,"
*Material: PC+ABS
*Item Type:Self-powered smart switch
*Warranty: 1 YEAR
*Is Smart Device: YES
*Switch Type: APP control+RF433 switch control
*Controller Operating Voltage: AC 100V-240V 60HZ
*Controller size: 48*48*22mm
*Switch panel size: 86*86*19mm
*Current: 16A
*Support System: Both Android IOS
*Support App: Tuya Smart or Smart Life
*Support: Google Home Amazon Alexa ECHO
*Feature 1: timing
*Feature 2: Countdown
*Feature 3: Voice Control
*Feature 4: 3 Kinds Of Restart State
*Feature 5: The switch panel does not need wiring or batteries",Zigbee,AC 100V-240V 60HZ,,,"$12,30",1000,,,,,,,
Wenhui,WHZ05-WHD03-Z-3,"Tuya Zigbee
3gang 3receiver",smart switch,"
*Material: PC+ABS
*Item Type:Self-powered smart switch
*Warranty: 1 YEAR
*Is Smart Device: YES
*Switch Type: APP control+RF433 switch control
*Controller Operating Voltage: AC 100V-240V 60HZ
*Controller size: 48*48*22mm
*Switch panel size: 86*86*19mm
*Current: 16A
*Support System: Both Android IOS
*Support App: Tuya Smart or Smart Life
*Support: Google Home Amazon Alexa ECHO
*Feature 1: timing
*Feature 2: Countdown
*Feature 3: Voice Control
*Feature 4: 3 Kinds Of Restart State
*Feature 5: The switch panel does not need wiring or batteries",Zigbee,AC 100V-240V 60HZ,,,"$17,60",1000,,,,,,,
Wenhui,tuya WFGU10,,Smart Light,"WIFI+Bluetooth dual mode Power: 5W 450LM Size: 45*57mm Voltage AC 85-265V Working temperature: -25℃ to 45℃ Connector: GU10 Ra:80 PF:0.5290 Supports major smart speakers such as Amazon, Google, Xiaodu, etc.",Wifi + Bluetooth,AC 85-265V,,,"US$3,50
",1000,,,Not selected,,,,
Wenhui,tuya ZGA19,,Smart Light,"Zigbee 3.0 Power: 9W 850LM Size: 60*118mm Voltage 85-265V Working temperature: -25℃ to 45℃ Connector: E27, E26, B22 Ra:80 PF:0.5290 With Zigbee gateway, supports Amazon, Google, Xiaodu and other major smart speakers",Zigbee,AC 85-265V,,,"US$4,50
",1000,,,To be ordered,,,TUYA ZGA19.png,
Wenhui,tuya ZGC37,,Smart Light,"Zigbee 3.0 Power: 5W 450LM Size: 37*105mm Voltage 85-265V Working temperature: -25℃ to 45℃ Connector: E14, E12 Supports major smart speakers such as Amazon, Google, Xiaodu, etc.",Zigbee,AC 85-265V,,,"US$4,80
",1000,,,To be ordered,,,TUYA ZGC37.png,
Wenhui,tuya ZGGU10,,Smart Light,"Zigbee 3.0 Power: 5W 450LM Size: 45*57mm Voltage 85-265V Working temperature: -25℃ to 45℃ Connector: GU10 Supports major smart speakers such as Amazon, Google, Xiaodu, etc.",Zigbee,AC 85-265V,,,"US$4,80
",1000,,,To be ordered,,,TUYA ZGGU10.png,
